x,y,z,r,p,y
-12.591145862078614,-180.9495297763153,506.05835425094494,3.114215582295471,-0.009896313103809203,0.017518554047892276
-1.3989813927215795,-354.59449880921994,1001.53154041524,3.121717441383236,-0.017017695433153172,0.026090976154705667
10.921499159997008,-363.9434947766162,1536.945096892929,3.1450976526167027,0.025653334311866817,-0.002597369732824777
10.621932344193414,-370.53668888761314,2059.189824954268,-2.8201418814195693,0.019326052908771953,-0.03311281737855377
21.027025472826278,-375.38318988868,2554.075697579678,-2.735141141699089,-0.01826402842906008,0.027208372760190596
23.93293911847371,-379.4750842283412,3074.3106145178785,-3.302824582609422,0.013986195729172554,0.19208185996674662
42.12754094457272,-393.0904069186036,3681.6045541290887,-2.918874008237363,0.002260547001246378,-0.27576764270468546
46.95170660181781,-395.31347321829924,4157.085378920363,3.1072319250799545,0.03393690212076135,-0.35459272767192596
59.86577564916751,-409.96282333409937,4767.363145670968,-2.8043093007430473,-0.04493025747513066,-0.13667012553119592
70.93970267990659,-418.7985120861854,5326.854216276069,-3.1131977814922878,0.00027396685293076773,0.0005091804295271764
61.05604632263529,-433.61236350630486,5993.19224102279,-3.1117924319721646,0.0002336280644357968,6.329231171582174e-05
59.58388983906316,-426.6560577811499,6347.48037187621,-2.784387599524767,-0.027614139563351212,0.188919420645672
91.21524784945792,-426.22076430889746,6851.838410502355,-3.4595518469577495,-0.004346686224867794,0.020661704850789976
90.67278650333864,-428.644587210723,7259.262294968823,-3.1799192501856806,-0.08581057890211644,0.714235464246592
110.89057605295015,-432.49699945226985,7849.245005545707,-2.8296829981168448,-0.041418963143154644,-0.6280139551480535
120.59709346955955,-451.36085705618285,8548.871606218443,-3.5405831597019493,-0.08037273940471489,-0.3281626534909336
